rank,category,product_link,name,avg_rating,review_link,rating_count,prime,Images,sentiment score,Answered_Questions,Price,Discount,customer_review_count
6,petsupplies,/Electric-29-5x17-7-Waterproof-Adjustable-Resistant/dp/B07X45TGMJ/,"            Upgraded Pet Heating Pad with Timer,Temperature Adjustable Pet Bed Heater Warmer with Chew Resistant Cord,Waterproof Heating Pad for Dogs Cats,Soft Cat Dog Heated Bed Mat,Indoor Pet Thermal Pad        ",4.6,/product-reviews/B07X45TGMJ/,156,prime,6,0.6863151,22,39.7,0,161
7,petsupplies,/MODUS-Bark-Control-Device-Ultrasonic/dp/B07WJ1DHLB/,"            MODUS Bark Control Device - Ultrasonic Dog Bark Deterrent, 2 in 1 Dog Behavior Training Tool of 16.4 Ft Effective Control Range, 100% Safe to use, with LED Indicator/Wrist Strap Outdoor Indoor        ",4.6,/product-reviews/B07WJ1DHLB/,75,prime,7,0.6428613,4,29.99,0,26
8,petsupplies,/Pakoo-Interactive-Automatic-Rechargeable-Entertainment/dp/B07XD3NCKT/,"            Pakoo Interactive Cat Toys Ball, Smart Automatic Rolling Kitten Toys, USB Rechargeable Motion Ball + Spinning Led Light with Timer Function, The Best Entertainment Exercise Gift for Your Kitty        ",4.1,/product-reviews/B07XD3NCKT/,84,prime,7,0.7315707,12,11.19,44,89
9,petsupplies,/GOCHANGE-Multifunction-Interactive-Self-Playing-Cleaning/dp/B07Z846KYW/,"            GOCHANGE Pet Molar Bite Toy, Multifunction Interactive Ropes Toys, Self-Playing Rubber Chew Ball Toy with Suction Cup for Chewing, Teeth Cleaning, Suitable for Dogs and Cats        ",5,/product-reviews/B07Z846KYW/,21,prime,7,0.9247053,5,21.99,0,24
10,petsupplies,/DMY-Interactive-7-Rechargeable-Multi-Flashlight-Interactive/dp/B07XCB2147/,            DMY Cat Toys Interactive-7 in 1 Function Chaser Toy-USB Rechargeable-Multi Pattern Funny & Mini Flashlight Interactive LED Light Entertain Training Tool for pet        ,4.8,/product-reviews/B07XCB2147/,135,prime,7,0.9303485,13,9.99,0,130
11,petsupplies,/MODUS-Bark-Control-Device-Ultrasonic/dp/B07WFX6QKT/,"            MODUS Bark Control Device - Ultrasonic Dog Bark Deterrent, 2 in 1 Dog Behavior Training Tool of 16.4 Ft Effective Control Range, 100% Safe to use, with LED Indicator/Wrist Strap Outdoor Indoor        ",4.6,/product-reviews/B07WFX6QKT/,75,prime,7,0.6428613,11,23.99,20,47
12,petsupplies,/Electric-19-7x15-8-Waterproof-Adjustable-Resistant/dp/B07X11PFNP/,"            Upgraded Pet Heating Pad with Timer,Temperature Adjustable Pet Bed Heater Warmer with Chew Resistant Cord,Waterproof Heating Pad for Dogs Cats,Soft Cat Dog Heated Bed Mat,Indoor Pet Thermal Pad        ",4.6,/product-reviews/B07X11PFNP/,156,prime,6,0.6863151,22,32.7,0,161
13,petsupplies,/Pawfectchow-Allergy-Relief-Dogs-Supplement/dp/B07XCY8PLL/,"            Allergy Relief for Dogs - Immunity Supplement with Omega 3 Salmon Fish Oil, Colostrum, Digestive Prebiotics & Probiotics - Anti Itch & Skin Hot Spots - Seasonal and Food Allergies Relief - 150 Chews        ",4.8,/product-reviews/B07XCY8PLL/,122,prime,7,0.6021565,15,19.91,0,132
14,petsupplies,/HETOO-Interactive-Toothbrush-Cleaning-Crayfish/dp/B07ZJJVTDS/,"            HETOO Cat Toys,Interactive Cat Toothbrush Catnip Chew Treat Toy for Kitten Kitty Cats Teeth Cleaning Dental Care,Crayfish Shape Pet Toy Cat        ",4.9,/product-reviews/B07ZJJVTDS/,79,prime,6,0.5924924,9,9.99,0,81
15,petsupplies,/Lamphyface-Christmas-Collar-Breakaway-Adjustable/dp/B07YHQT13C/,            Lamphyface 2 Pack/Set Christmas Cat Collar Breakaway with Cute Bow Tie and Bell for Kitty Adjustable Safety Plaid        ,4,/product-reviews/B07YHQT13C/,3,prime,4,0.3908338,0,9.99,0,4
16,petsupplies,/RIOGOO-Heating-Upgraded-Electric-Waterproof/dp/B07XHPRHGJ/,"            RIOGOO Pet Heating Pad, Upgraded Electric Dog Cat Heating Pad Indoor Waterproof, Auto Power Off 18"" x 18"" Grey        ",4.7,/product-reviews/B07XHPRHGJ/,249,prime,7,0.5206117,21,26.99,0,233
17,petsupplies,/Pawstruck-Sticks-Natural-Odorless-Bullie/dp/B07Y436421/,            Pawstruck Bully Sticks for Dogs (Bulk Bags by Weight) Natural & Odorless Bullie - Bully Bones Made for Dog & Puppies - Best Long Lasting Odor Free Chew Dental Treats        ,4.2,/product-reviews/B07Y436421/,106,prime,6,0.5559525,8,21.99,0,95
18,petsupplies,/Marialove-Control-Deterrents-Silencer-Repeller/dp/B07XM3MBKK/,"            Marialove Bark Control Device, Upgrade Outdoor Anti Barking Device, Sonic Bark Deterrents Silencer Stop Barking Bark Stop Repeller        ",4.1,/product-reviews/B07XM3MBKK/,125,prime,7,0.2714665,14,25.99,0,132
19,petsupplies,/Hemp-Oil-Extract-Effective-FDA-Recommended/dp/B07Z6KR4X2/,            Hemp Oil Extract - Highly Effective - FDA-Recommended - Advanced Formula with Vitamins - for Cats & Dogs        ,5,/product-reviews/B07Z6KR4X2/,229,prime,7,0.579259,3,11.99,0,227
20,petsupplies,/Shock-Collar-Dogs-Vibration-Rechargeable/dp/B07X41VLL4/,"            Shock Collar for Dogs - DOG CARE Dog Training Collar with Remote, 3 Training Modes, Beep, Vibration and Shock, Rechargeable Dog Shock Collar for Small Medium Large Dogs, 1000ft Remote Range        ",4.8,/product-reviews/B07X41VLL4/,38,prime,6,0.5836819,11,39.99,0,38
21,petsupplies,/Upgraded-Heating-Safety-Waterproof-Blanket/dp/B07XB6PLRY/,"            Upgraded Pet Heating Pad for Dogs Cats with Timer,Safety Cat Dog Heating Pad,Waterproof Electric Heated Cat Dog Bed Mat,Heated Pad Dog House Heater,Heated Dog Cat Blanket,Heated Pet Bed Mat        ",4.4,/product-reviews/B07XB6PLRY/,119,prime,6,0.8155593,15,39.7,0,122
22,petsupplies,/Doggie-Dailies-Glucosamine-Supplement-Chondroitin/dp/B07Y5HDHMM/,"            Doggie Dailies Glucosamine for Dogs, 225 Soft Chews, Advanced Hip and Joint Supplement for Dogs with Glucosamine, Chondroitin, MSM, Hyaluronic Acid and CoQ10, Premium Joint Relief for Dogs        ",4.4,/product-reviews/B07Y5HDHMM/,3790,prime,7,0.3525898,112,33.97,0,3740
23,petsupplies,/DEGBIT-Portable-Materials-Professional-Ergonomic/dp/B07WR4QXB2/,"            DEGBIT Long Handle Portable Pet Pooper Scooper for Large & Small Dogs, Premium Materials and Professional Ergonomic Design, Foldable Dog Poop Waste Pick Up Rake, Jaw Claw Bin for Grass and Gravel        ",4.9,/product-reviews/B07WR4QXB2/,186,prime,7,0.6896433,13,12.99,19,185
24,petsupplies,/Fine-Pets-Dog-Chew-Toothbrush-DogToothbrush/dp/B07YYZ8JYD/,            Fine-Pets Dog Chew Toothbrush - Dog Teeth Cleaning Toys - 2019 Upgraded Dog Dental Chew Toys Stick with Cleaning Brush - Safer Natural and Fresh Durable Pet DogToothbrush and Toothpaste for Puppies        ,4.8,/product-reviews/B07YYZ8JYD/,65,prime,7,0.8170097,13,14.99,0,67
25,petsupplies,/uniwood-Adjustable-Ultrasonic-Automatic-Deterrent/dp/B07YWV1LF3/,"            uniwood Anti Barking Device, Newest 2019 Bark Control Device with 4 Adjustable Ultrasonic Volume Levels, Automatic Ultrasonic Dog Bark Deterrent for Small Medium Large Dog        ",4,/product-reviews/B07YWV1LF3/,77,prime,7,0.2578114,8,29.99,0,93
26,petsupplies,/Thanksgiving-Christmas-Triangle-Neckerchief-Accessories/dp/B07YZ8ZNWF/,            Thanksgiving Day Dog Bandana Christmas Dog Scarves and Dog Triangle Bibs Holidays Set for Large Medium Small Dogs&Cats Pet Bandana Pack as Xmas Gifts for Dogs Neckerchief Accessories        ,5,/product-reviews/B07YZ8ZNWF/,51,prime,7,0.9163418,0,7.99,11,51
27,petsupplies,/Hyper-Pet-Lickimat-Slomo-Licking/dp/B07XMD98HG/,            Hyper Pet Lickimat Slomo - Slow Feeder Dog Licking Mat & Boredom Buster (Perfect to Serve Your Dogs and Cats Healthy Treats)        ,4.6,/product-reviews/B07XMD98HG/,14,prime,5,0.7391698,0,9.95,0,13
28,petsupplies,/Pawler-Bigger-Pooper-Scooper-Gravel/dp/B07ZSWFFZ6/,"            Pawler Bigger Dog Pooper Scooper for Large and Small Dogs, Easy to Use Rake and Tray Set for Pets, Great for Lawns, Grass, Dirt, Gravel        ",5,/product-reviews/B07ZSWFFZ6/,7,prime,7,0.8328391,0,19.99,0,7
29,petsupplies,/Rachael-Ray-Nutrish-Roasters-Roasted/dp/B06W2GRZSS/,"            Rachael Ray Nutrish Dog Treats, Grain Free        ",4.7,/product-reviews/B06W2GRZSS/,417,prime,7,0.5658425,8,8.84,0,409
30,petsupplies,/Gimars-Stainless-Grooming-Scissors-Thinning/dp/B07XF3TH73/,"            Gimars 4CR Stainless Steel Dog Grooming Scissors with Safety Round Tip, Heavy Duty Thinning Straight Curved Shears with Comb - Titanium Coated Pet Grooming Trimmer Kit for Long Short Hair for Cat Pet        ",4.8,/product-reviews/B07XF3TH73/,83,prime,7,0.6700588,3,25.79,0,88
31,petsupplies,/Malier-Christmas-Triangle-Accessories-Decoration/dp/B07YJLK8GB/,            Malier 2 Pack Dog Bandana Christmas Classic Buffalo Plaid Pets Scarf Triangle Bibs Kerchief Set Pet Costume Accessories Decoration for Small Medium Large Dogs Cats Pets        ,4.9,/product-reviews/B07YJLK8GB/,15,prime,7,0.8743887,0,10.99,0,16
32,petsupplies,/Malier-Christmas-Triangle-Accessories-Decoration/dp/B07YJL1HQ4/,            Malier 2 Pack Dog Bandana Christmas Classic Buffalo Plaid Pets Scarf Triangle Bibs Kerchief Set Pet Costume Accessories Decoration for Small Medium Large Dogs Cats Pets        ,4.9,/product-reviews/B07YJL1HQ4/,15,prime,7,0.8743887,0,10.99,0,16
33,petsupplies,/Healex-Purrfect-Aggression-Pheromones-Protection/dp/B07XKPVVB5/,"            Healex Cat Calming Collar for Cats | Purrfect to Reduce Your Pet’s Anxiety or Aggression | Pheromones for Cats & Cat Anxiety Relief | Cat Calming Products for Kittens | 2-Month Protection, 1 Collar        ",4.4,/product-reviews/B07XKPVVB5/,42,prime,7,0.6723637,6,19.95,0,44
34,petsupplies,/MODUS-Adjustable-Ultrasonic-Automatic-Deterrent/dp/B07XP993VF/,"            MODUS Anti Barking Device Bark Control Device with 4 Adjustable Ultrasonic Volume Levels, Automatic Ultrasonic Dog Bark Deterrent, Indoor Bark Box 100% Safe, Suitable Dogs        ",4.4,/product-reviews/B07XP993VF/,25,prime,7,0.3514641,16,49.99,0,30
35,petsupplies,/Gorilla-Grip-18-5x11-5-Dishwasher-Waterproof/dp/B07ST2Y53W/,"            Gorilla Grip Original Silicone Pet Feeding Mat, BPA Free, Easy Clean, Dishwasher Safe, Waterproof, Raised Edges, Pets Placemat Tray Mats to Stop Cat and Dog Food Spills and Water Bowl Messes on Floor        ",4.1,/product-reviews/B07ST2Y53W/,76,prime,6,0.7392934,3,9.99,0,65
36,petsupplies,/Petlab-Co-Clear-Chews-Stains/dp/B07XD3PP7J/,"            Petlab Co. Clear Eyes Chews for Dogs | No More Tear Stains - Natural Tear Stain Remover Supplement | Sea Kelp, Cranberry, Vitamin C, Marshmallow Root, Eyebright Herb, Alpha Linolenic Acid        ",4.1,/product-reviews/B07XD3PP7J/,8,no prime,6,0.5019992,0,42.95,0,9
37,petsupplies,/Anddicek-Interactive-Green-Chaser-Exercise/dp/B07Y882WL8/,"            Anddicek Interactive Toys for Cats and Dogs, Green Red Blue Pet Chaser Toys for Exercise(3 Pack)        ",4.7,/product-reviews/B07Y882WL8/,5,prime,5,0.9175234,3,18.99,0,4
38,petsupplies,/GearLight-Black-Light-Flashlight-XR98/dp/B07W45VJP8/,"            GearLight UV Black Light Flashlight XR98 - Powerful 100 LED Blacklight Flashlights, Pet Stain Detector for Dog Urine, Scorpions, and Bed Bugs - Works Great with Carpet Odor Eliminator and Remover        ",4.6,/product-reviews/B07W45VJP8/,57,prime,7,0.6491104,0,9.99,0,57
39,petsupplies,/RUCACIO-Interactive-Toothbrush-Christmas-Resistance/dp/B07ZHW2XCX/,            RUCACIO Cat Toys Interactive Kitten Catnip Toys Cat Treat Toy Cat Stuff Toothbrush Teeth Cleaning Chew Toy Lobster Shape Great Christmas Gifts100% Natural Rubber Bite Resistance        ,4.9,/product-reviews/B07ZHW2XCX/,49,prime,6,0.5726779,10,8.99,0,58
40,petsupplies,/Hyper-Pet-Lickimat-Wobble-Anxiety/dp/B07XJ7XXST/,"            Hyper Pet Lickimat Wobble - Slow Feeder, Anxiety Relief, Boredom Buster (Dog and Cat Bowl - Perfect for Dog Food, Dog Treats, Yogurt, or Peanut Butter)        ",3.8,/product-reviews/B07XJ7XXST/,13,prime,5,0.4888344,0,13.95,0,13
41,petsupplies,/Aggressive-Chewers-Indestructible-Teething-Toys-Dog/dp/B081Z9TYRY/,            Dog Toys for Aggressive Chewers | Pet Toys for Dogs Indestructible | Dog Chews Toys | Best Teething Toys for Puppies | Dog Toys for Boredom | Dog Rope Toy | Puppy Toys-Dog Toys Multi Pack        ,4.9,/product-reviews/B081Z9TYRY/,57,prime,7,0.7913671,0,24.99,50,56
42,petsupplies,/DamKee-Stepless-Clippers-Rechargeable-Smoothing/dp/B07XG3YWHP/,            DamKee Dog Nail Grinder Stepless Speed Dog Nail Clippers Electric Paw Trimmer Rechargeable Powerful Painless Paws Grooming Trimming Shaping Smoothing Perfect for Dogs Cats        ,4.8,/product-reviews/B07XG3YWHP/,131,prime,7,0.5508247,21,18.89,0,143
43,petsupplies,/9Lives-Plus-Care-Food-13-3/dp/B01LX0QTS0/,"            9Lives Plus Care Dry Cat Food, 13.3 Lb        ",4.6,/product-reviews/B01LX0QTS0/,73,prime,1,0.1628722,3,8.88,0,67
44,petsupplies,/Focuspet-Fur-Cuddler-Washable-Self-Warming-Cuddler/dp/B07XGFN3Z6/,"            FOCUSPET Dog Bed Cat Bed Donut, Pet Bed Faux Fur Cuddler Round Comfortable Size 23''&30'' Ultra Soft Calming Bed for Dogs and Cats, Self Warming Indoor Snooze Sleeping Cushion Bed        ",4.9,/product-reviews/B07XGFN3Z6/,33,prime,7,0.678143,7,31.98,0,37
45,petsupplies,/EcoKind-Pet-Treats-Himalayan-Odorless/dp/B07XJR1S5X/,"            EcoKind Pet Treats Himalayan Gold Yak Dog Chews | Grade A Quality, 100% Natural, Healthy & Safe for Dogs, Odorless, Treat for Dogs, Keeps Dogs Busy & Enjoying, Indoors & Outdoor Use        ",4.3,/product-reviews/B07XJR1S5X/,3128,prime,7,0.3741117,97,29.95,23,3076
46,petsupplies,/AHJDL-Upgrade-Rechargeable-Vibration-Detection/dp/B07Z9DXRCN/,            AHJDL Bark Collar Upgrade Version No Bark Collar Rechargeable Anti bark Collar with Beep Vibration and No Harm Shock Smart Detection Module Bark Collar for Small Medium Large Dog        ,4.9,/product-reviews/B07Z9DXRCN/,60,prime,7,0.7069242,0,21.95,0,23
47,petsupplies,/Peroom-Clippers-Professional-Grooming-Rechargeable/dp/B07XNXKLS5/,"            Peroom Dog Clippers, Professional 2-Speed Dog Grooming Clippers Kit, USB Rechargeable Low Noise Cordless Electric Pet Clippers for Small Dogs and Cats Hair Around Face, Paws, Eyes, Ears, Rump        ",4.8,/product-reviews/B07XNXKLS5/,247,prime,7,0.6787442,32,12.79,39,249
48,petsupplies,/Aggressive-Cleaning-Toothbrush-Throwing-Training/dp/B07ZK98YVH/,"            Dog Chew Toys, 2 Pcs Pet Chew Toys for Aggressive Chewers, Durable Teeth Cleaning Toys Dog Toothbrush Stick, Dog Toothbrush Bone Chew Toys for Playing, Throwing, Chasing, Biting, Training Teething Toy        ",5,/product-reviews/B07ZK98YVH/,17,prime,7,0.5915437,0,9.99,0,17
50,petsupplies,/JOFUYU-Cat-Nail-Clippers-Professional/dp/B07X57DNP8/,"            JOFUYU Updated 2019 Version Cat Nail Clippers and Trimmer - Professional Pet Nail Clippers and Claw Trimmer - Best Cat Claw Clippers for Rabbit Puppy Kitten Kitty Guinea Pig Small Dog - Sharp, Safe        ",4.8,/product-reviews/B07X57DNP8/,593,prime,7,0.7573014,34,10.5,0,564
51,petsupplies,/YILEGOU-Adjustable-Straps-Anti-Slip-Protectors/dp/B07YHC1J92/,            YILEGOU Dog Shoes Puppy Boots Snow Boots with Adjustable Straps Anti-Slip Sole Paw Protectors for Puppy Dog Cat 4 Pack        ,4.5,/product-reviews/B07YHC1J92/,18,prime,7,0.4668521,0,9.49,0,20
52,petsupplies,/Benebone-Zaggler-Rolling-Dog-Chew-Bacon-Flavor-Medium/dp/B07X8YJC19/,"            Benebone Zaggler Rolling Dog Chew Toy, Made in USA        ",4.8,/product-reviews/B07X8YJC19/,6,prime,5,0.9041275,0,11.59,0,6
53,petsupplies,/TIMINGILA-Scooper-Strength-Material-Durable/dp/B07Y81P6GL/,"            TIMINGILA 28"" Long Handle Pet Pooper Scooper for Dogs and Cats with High Strength Material and Durable Spring Easy to Use for Grass, Dirt, Gravel Pick Up        ",4.8,/product-reviews/B07Y81P6GL/,77,prime,6,0.6583129,12,13.97,0,85
54,petsupplies,/Umran-Hemp-Oil-Dogs-Cats/dp/B07Y4Q2HH8/,"            Umran Hemp Oil for Dogs Cats - 30000 MG - Pet Hemp Oil - Support Hip & Joint Health, Separation Anxiety, Omega-3, 6, 9        ",5,/product-reviews/B07Y4Q2HH8/,26,prime,7,0.4871219,3,35.99,0,30
55,petsupplies,/Benebone-Wishbone-Durable-Aggressive-Chewers/dp/B07YM1ZT2T/,"            Benebone Real Flavor Wishbone Dog Chew Toy, Made in USA        ",4.3,/product-reviews/B07YM1ZT2T/,7966,prime,5,0.1389127,217,9.65,0,7904
57,petsupplies,/BODISEINT-WonderKathy-Modern-Warming-Sleeping/dp/B07Y8GZW58/,"            BODISEINT WonderKathy Modern Soft Plush Round Pet Bed for Cats or Small Dogs, Mini Medium Sized Dog Cat Bed Self Warming Autumn Winter Indoor Snooze Sleeping Cozy Kitty Teddy Kennel        ",4.4,/product-reviews/B07Y8GZW58/,206,prime,5,0.5497454,12,30.99,0,199
58,petsupplies,/TEMPTATIONS-Holiday-Dinner-Turkey-Potato/dp/B07YGMSHPG/,"            TEMPTATIONS Holiday Dinner Turkey and Sweet Potato Flavor Cat Treats, 16 oz. Tub        ",3,/product-reviews/B07YGMSHPG/,2,prime,7,0.464797,0,8.48,0,3
59,petsupplies,/oneisall-Grooming-Clippers-Cordless-Rump-Black/dp/B07XGR3VX7/,"            oneisall Dog Grooming Clippers,Cordless Small Pet Hair Trimmer,Low Noise for Trimming Dog's Hair Around Paws, Eyes, Ears, Face, Rump-Black        ",5,/product-reviews/B07XGR3VX7/,30,prime,7,0.719934,13,13.59,28,32
60,petsupplies,/Pet-Rubber-Ball-Toy-Suction/dp/B07YYKWSF7/,            Pet Rubber Ball Toy with Suction Cup - Dog Chew Bite Rope Toy - Dog Interactive Chewing Biting Toys - Dental Care Teeth Cleaning Tools for Dogs Puppy Cats        ,2.2,/product-reviews/B07YYKWSF7/,44,prime,6,0.4808888,0,15.99,0,43
61,petsupplies,/ZGSZ-Aggressive-Indestructible-Flavored-Non-Toxic/dp/B07Y6Y8VZ8/,"            ZGSZ Large Dog Toys Durable Dog Chew Toy for Aggressive Chewers, Indestructible Beef Flavored Tough Dog Bone Natural Rubber Teeth Cleaning Chews Non-Toxic Toy for All        ",4,/product-reviews/B07Y6Y8VZ8/,69,prime,7,0.5452704,0,12.99,0,67
62,petsupplies,/VetaHelp-Labs-Dewormer-Dogs-Cats/dp/B08122QT2M/,"            VetaHelp Labs Dewormer for Dogs & Cats (2 OZ) - Treat & Prevent - Broad Spectrum Whipworm, Roundworm & Tapeworm Dewormer - Made in USA - Natural Powerful Blend - Senior Pets, Kitten & Puppy Dewormer        ",4.4,/product-reviews/B08122QT2M/,100,prime,7,0.7653813,19,18.49,0,97
63,petsupplies,/JUNMAO-Interactive-Scratching-Training-Electronic/dp/B07XMBJ6DG/,"            JUNMAO Cat Interactive Toys,Play Interactive Motion Cat Toy, Funny Cat Scratching Training Toy for Pet Kitty Cats Electronic Smart Random Moving Feather Mouse Teaser        ",3,/product-reviews/B07XMBJ6DG/,27,prime,7,0.6060671,10,15.49,35,27
64,petsupplies,/Unibelin-Interactive-Ball-Smart-Rechargeable-Play%EF%BC%88White%EF%BC%89/dp/B07YCH1MGP/,            Unibelin Interactive Cat Toy Ball-Smart Pet Toy Self Rotation Rolling Ball USB Rechargeable Built-in LED Light for Cat Kitty Exercise Chase Play        ,4.7,/product-reviews/B07YCH1MGP/,53,prime,7,0.6804082,7,11.99,0,51
65,petsupplies,/M-C-works-Pineapple-Resistant-Aggressive-Indestructible/dp/B07XCGM4B6/,"            M.C.works Pineapple Dog Chew Toys for Aggressive Chewer, Tough Dog Dental Chews Toy, Indestructible Dog Toys for Large Dogs, Food Grade Non-Toxic Puppy Toys        ",4.2,/product-reviews/B07XCGM4B6/,66,prime,6,0.54798,9,14.39,28,64
66,petsupplies,/Petsure-Self-Warming-Beds-Indoor/dp/B07XJMQ498/,"            Petsure Self Warming Cat Beds for Indoor Cats - Reversible Heated Cat Bed for Joint-Relief and Sleep Improvement - Machine Washable Dog Bed - Grey, 25x21x9 inches        ",4.9,/product-reviews/B07XJMQ498/,15,prime,7,0.6117671,6,28.99,0,14
67,petsupplies,/GUCHO-Durable-Chew-Aggressive-Chewers/dp/B07XSJS4GZ/,"            GUCHO Durable Dog Chew Toys for Aggressive Chewers - Lifetime Replacement Guarantee - Indestructible Dog Toys Tough Nylon Puppy Chew Toys for Medium/Large Dogs, Perfect Training Teething Toys        ",4.2,/product-reviews/B07XSJS4GZ/,66,prime,7,0.5064331,7,11.83,41,65
68,petsupplies,/Moonsea-Personalized-Embroidered-Adjustable-Release/dp/B0814Q7R9X/,            Moonsea Personalized Dog Collar Custom Embroidered Pet Name and Phone Number 4 Adjustable Sizes Quick Release Buckle and D-Ring (Plastic Buckle-1)        ,4.6,/product-reviews/B0814Q7R9X/,80,no prime,7,0.6092946,13,9.9,0,79
69,petsupplies,/Pack-Dog-Toys-Large-Dogs/dp/B07PKDGCKB/,            XL Dog Rope Toys for Aggressive Chewers - 4 Nearly Indestructible Chewing Ropes - Durable Heavy Duty Dog Toys - Large Dog Toys - Tough Dog Chew Toys Set - Tug of War Dog Toys for Big Breed        ,4.2,/product-reviews/B07PKDGCKB/,37,prime,7,0.6148426,8,14.98,0,40
70,petsupplies,/Pet-Heating-Pad-Warming-Bed/dp/B07XBLPBQT/,"            Pet Heating Pad Warming Bed - Auto Power Off Cat & Dog Electric Heated Mat with UL Adapter and Chew Resistant Steel Cord (18"" x 18"")        ",4.5,/product-reviews/B07XBLPBQT/,48,prime,7,0.8128269,32,17.99,10,48
71,petsupplies,/EcoKind-Pet-Treats-Himalayan-Odorless/dp/B07XH6NWCN/,"            EcoKind Pet Treats Himalayan Gold Yak Dog Chews | Grade A Quality, 100% Natural, Healthy & Safe for Dogs, Odorless, Treat for Dogs, Keeps Dogs Busy & Enjoying, Indoors & Outdoor Use        ",4.4,/product-reviews/B07XH6NWCN/,496,prime,7,0.642174,17,38.95,0,480
72,petsupplies,/PPOGOO-Non-Breakable-Strength-Material-Children/dp/B07WZY44GV/,            PPOGOO Non-Breakable Pet Pooper Scooper for Dogs and Cats High Strength Material and Durable Spring for Easy Grass and Gravel Pick Up for Kids Children        ,4.9,/product-reviews/B07WZY44GV/,49,prime,7,0.4521712,17,10.99,21,49
73,petsupplies,/Peteast-Upgraded-Clippers-Powerful-Electric/dp/B07X9MC4FG/,"            Peteast Pet Nail Grinder, Upgraded LED Dog Nail Clippers USB Charge Powerful Electric Nail Trimmer with 2 Speeds Painless Paws Grooming Trimming for Small/Medium/Large Dogs Cats        ",4.9,/product-reviews/B07X9MC4FG/,31,prime,6,0.7287047,18,24.89,0,33
74,petsupplies,/Automatic-Toys-Smart-Interactive-Entertainment-Exercise-Battery/dp/B07XLM6MBK/,            Automatic Cat Toys-Smart Interactive Cat Feather Toys Upgraded USB Charging 360 Degree Self Rotating Automatic LED Light Ball Toy for Pet Entertainment Hunting Exercise-Battery Included        ,4.7,/product-reviews/B07XLM6MBK/,56,prime,6,0.5068559,9,34.9,0,55
75,petsupplies,/PATPET-Training-Collar-Vibration-Resistant/dp/B07ZYYZGZF/,"            PATPET Dog Training Collar with Remote -W/3 Training Modes, Beep, Vibration & Shock, up to 1000' Remote Range, Water Resistant No Harm Dog Shock Collar for Small Medium Large Dogs        ",5,/product-reviews/B07ZYYZGZF/,3,prime,7,0.6419959,0,23.99,52,7
76,petsupplies,/Fine-Pets-Dog-Chew-Toothbrush-DogToothbrush/dp/B07YYYT6L8/,            Fine-Pets Dog Chew Toothbrush - Dog Teeth Cleaning Toys - 2019 Upgraded Dog Dental Chew Toys Stick with Cleaning Brush - Safer Natural and Fresh Durable Pet DogToothbrush and Toothpaste for Puppies        ,4.8,/product-reviews/B07YYYT6L8/,65,prime,7,0.8170097,13,18.99,0,67
77,petsupplies,/Upgraded-Interactive-Automatic-Electronic-Irregular/dp/B07X931BWQ/,"            Newest Cat Laser Toy,Upgraded Interactive Tumbler Laser Toys for Pet,Automatic Electronic Cats Pets Kitten Chaser Toy with Laser Indoor,4 Speed Modes,3 Timer Settings,Irregular Circle,FDA Approved        ",5,/product-reviews/B07X931BWQ/,42,prime,7,0.6739534,0,24.99,0,44
78,petsupplies,/CHERPET-Christmas-Cat-Collar-Bell/dp/B07YYYB4XT/,            CHERPET Christmas Cat Collar with Bell - Breakaway Adjustable Safety Santa Claus & Tree/Snowman & Tree - Elk/Flowers Personalized Cute Collars Set Holiday Decoration for Cats/Small Animals Pets        ,5,/product-reviews/B07YYYB4XT/,1,prime,7,0.9112485,3,10.99,0,1
79,petsupplies,/Pet-MD-Cat-Cleaner-Wipes/dp/B07YVHK7KY/,            Pet MD Cat and Dog Ear Cleaner Wipes - Advanced Otic Veterinary Ear Cleaner Formula - Dog Ear Infection Treatment Eliminates Yeast and Bacteria - 100 Alcohol Free Ear Wipes with Soothing Aloe Vera        ,4.7,/product-reviews/B07YVHK7KY/,41,prime,7,0.6479124,0,14.99,0,39
80,petsupplies,/MalsiPree-Interactive-Automatic-Rechargeable-Electronic/dp/B07Z78F4R5/,"            MalsiPree Robotic Interactive Cat Toy, Automatic Feather/Ball Teaser Toys for Kitten/Cats, USB Rechargeable Electronic Kitty Toy, Large Capacity Battery, All Floors/Carpet Available, 4 Bonus Feathers        ",4.6,/product-reviews/B07Z78F4R5/,25,prime,6,0.8209191,10,31.99,36,24
81,petsupplies,/Squeaky-Stuffing-Animals-Raccoon-Squirrel/dp/B07YWCVKFH/,"            Dog Squeaky Toys, No Stuffing Plush Pet Chew Toy for Small Medium Large Puppy, 5 Pack Two Squeaky Cute Animals (Raccoon Squirrel Tiger Fox and Lion)        ",5,/product-reviews/B07YWCVKFH/,28,prime,7,0.7744576,0,19.99,0,28
82,petsupplies,/Best-Allergy-Relief-Immune-Supplement/dp/B07ZHLY7KP/,"            Best Allergy Relief Immune Supplement for Dogs - for Seasonal & Food Allergies - Skin Itch, Hot Spots and More - Supports Digestive & Skin Health - Pet-Safe - Made in USA - 170 Chews Treats        ",5,/product-reviews/B07ZHLY7KP/,22,prime,7,0.6684908,0,19.95,0,22
